rule,severity,Year,Line_Key,Intitule,detail
high_volatility,low,,1212006000-300-00-20-35,Indemnités de mission à l'étranger,coefficient of variation = 0.52
high_volatility,low,,1212006000-300-00-20-37,Frais de transport du mobilier et du matériel,coefficient of variation = 0.51
high_volatility,low,,1212006000-300-00-20-42,Achat de cadeaux présentés aux délégations,coefficient of variation = 1.06
high_volatility,low,,1212006000-300-00-20-51,Habillement,coefficient of variation = 1.50
high_volatility,low,,1212006000-300-00-20-53,Frais d'hébergement et de restauration,coefficient of variation = 1.42
high_volatility,low,,1212006000-300-00-20-54,"Publicité, impression et insertion",coefficient of variation = 0.70
high_volatility,low,,1212006000-300-00-20-56,Achat de produits  énergétiques pour chauffage et cuisson,coefficient of variation = 1.08
high_volatility,low,,1212006000-300-00-20-60,Assistance au titre du pélerinage aux Lieux Saints de l'Islam,coefficient of variation = 0.59
high_volatility,low,,1212006000-300-00-20-71,"Frais de formation, d'organisation et de participation aux séminaires, stages et congrés",coefficient of variation = 1.11
high_volatility,low,,1212006000-300-00-40-10,Maintenance et conservation des archives,coefficient of variation = 0.68
high_volatility,low,,1212006000-301-00-10-21,Taxes postales et frais d'affranchissement,coefficient of variation = 1.04
high_volatility,low,,1212006000-301-00-10-22,Taxes et redevances de télécommunications,coefficient of variation = 0.91
high_volatility,low,,1212006000-301-00-10-23,Redevances d'eau,coefficient of variation = 0.65
high_volatility,low,,1212006000-301-00-10-24,Redevances d'électricité,coefficient of variation = 1.18
high_volatility,low,,1212006000-301-00-10-51,Règlement et exécution des décisions judiciaires et administratives,coefficient of variation = 0.76
high_volatility,low,,1212006000-301-00-10-62,Subvention aux associations de droit non gouvernementales,coefficient of variation = 0.63
high_volatility,low,,1212006000-301-00-20-31,Taxes postales et frais d'affranchissement,coefficient of variation = 1.04
high_volatility,low,,1212006000-301-00-20-32,Taxes et redevances de télécommunications,coefficient of variation = 0.91
high_volatility,low,,1212006000-301-00-20-33,Redevances d'eau,coefficient of variation = 0.65
high_volatility,low,,1212006000-301-00-20-34,Redevances d'électricité,coefficient of variation = 1.18
high_volatility,low,,1212006000-301-00-20-60,Frais de justice criminelle,coefficient of variation = 0.70
high_volatility,low,,1212006000-301-00-20-80,Subvention aux associations de droit non gouvernementales,coefficient of variation = 0.63
high_volatility,low,,1212006000-302-00-10-10,Frais d'édition et d'impression et travaux de tirage,coefficient of variation = 1.09
high_volatility,low,,1212006000-302-00-10-21,Taxes et redevances de télécommunications,coefficient of variation = 0.91
high_volatility,low,,1212006000-302-00-10-22,Taxes postales et frais d'affranchissement,coefficient of variation = 1.04
high_volatility,low,,1212006000-302-00-10-50,Frais protocolaires et d'organisation de manifestation,coefficient of variation = 0.67
high_volatility,low,,1212006000-302-00-20-11,Taxes et redevances de télécommunications,coefficient of variation = 0.91
high_volatility,low,,1212006000-302-00-20-12,Taxes postales et frais d'affranchissement,coefficient of variation = 1.04
high_volatility,low,,1212006000-303-00-10-11,Taxes et redevances de télécommunications,coefficient of variation = 0.91
high_volatility,low,,1212006000-303-00-10-12,Redevances d'eau,coefficient of variation = 0.65
high_volatility,low,,1212006000-303-00-10-13,Redevances d'électricité,coefficient of variation = 1.18
high_volatility,low,,1212006000-303-00-20-11,Taxes et redevances de télécommunications,coefficient of variation = 0.91
high_volatility,low,,1212006000-303-00-20-12,Redevances d'eau,coefficient of variation = 0.65
high_volatility,low,,1212006000-303-00-20-13,Redevances d'électricité,coefficient of variation = 1.18
high_volatility,low,,1222006000-300-00-11-40,Travaux d'aménagement et d'installation,coefficient of variation = 0.83
high_volatility,low,,1222006000-300-00-11-50,Achat de matériel et mobilier de bureau,coefficient of variation = 0.94
high_volatility,low,,1222006000-300-02-11-40,Travaux d'aménagement et d'installation,coefficient of variation = 0.83
high_volatility,low,,1222006000-300-03-11-30,Travaux de construction ou d'extension de bâtiments administratifs,coefficient of variation = 0.99
high_volatility,low,,1222006000-300-04-11-30,Travaux de construction ou d'extension de bâtiments administratifs,coefficient of variation = 0.99
high_volatility,low,,1222006000-300-04-11-40,Travaux d'aménagement et d'installation,coefficient of variation = 0.83
high_volatility,low,,1222006000-300-06-11-40,Travaux d'aménagement et d'installation,coefficient of variation = 0.83
high_volatility,low,,1222006000-300-07-11-30,Travaux de construction ou d'extension de bâtiments administratifs,coefficient of variation = 0.99
virement_inflation,high,2023.0,1211006000-300-00-10-67,Indemnités de permanence aux secrétaires greffiers,virements +1.1x initial credits
virement_inflation,high,2022.0,1212006000-300-00-10-11,Impôts et taxes,virements +1.2x initial credits
virement_inflation,high,2025.0,1212006000-300-00-10-14,Achat de fournitures et accessoires électriques,virements +1.1x initial credits
virement_inflation,high,2021.0,1212006000-300-00-10-16,"Achat d'outillage, de matériel, de fournitures et de produits pour le jardinage",virements +1.9x initial credits
virement_inflation,high,2021.0,1212006000-300-00-10-21,"Fournitures de bureau, produits d'impression, papeterie et imprimés",virements +4.0x initial credits
virement_inflation,high,2023.0,1212006000-300-00-10-50,Frais de recharge d'extincteurs,virements +2.1x initial credits
virement_inflation,high,2023.0,1212006000-300-00-10-60,Achat de matériaux de construction,virements +1.4x initial credits
virement_inflation,high,2025.0,1212006000-300-00-10-80,"Frais de transport et manutention du matériel, de mobilier et de documents",virements +6.0x initial credits
virement_inflation,high,2024.0,1212006000-300-00-20-12,Taxes postales et frais d'affranchissement,virements +6.0x initial credits
virement_inflation,high,2025.0,1212006000-300-00-20-12,Taxes postales et frais d'affranchissement,virements +1.5x initial credits
virement_inflation,high,2021.0,1212006000-300-00-20-15,Redevances d'eau,virements +4.0x initial credits
virement_inflation,high,2022.0,1212006000-300-00-20-15,Redevances d'eau,virements +1.8x initial credits
virement_inflation,high,2024.0,1212006000-300-00-20-15,Redevances d'eau,virements +2.0x initial credits
virement_inflation,high,2021.0,1212006000-300-00-20-16,Redevances d'électricité,virements +5.0x initial credits
virement_inflation,high,2023.0,1212006000-300-00-20-16,Redevances d'électricité,virements +5.0x initial credits
virement_inflation,high,2024.0,1212006000-300-00-20-16,Redevances d'électricité,virements +4.0x initial credits
virement_inflation,high,2025.0,1212006000-300-00-20-21,Frais d'entretien et de réparation des véhicules,virements +4.7x initial credits
virement_inflation,high,2023.0,1212006000-300-00-20-22,Achat de carburants et lubrifiants,virements +1.8x initial credits
virement_inflation,high,2025.0,1212006000-300-00-20-22,Achat de carburants et lubrifiants,virements +7.4x initial credits
virement_inflation,high,2022.0,1212006000-300-00-20-32,Frais de transport du personnel à l'étranger,virements +1.6x initial credits
virement_inflation,high,2025.0,1212006000-300-00-20-32,Frais de transport du personnel à l'étranger,virements +1.1x initial credits
virement_inflation,high,2025.0,1212006000-300-00-20-34,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,virements +1.0x initial credits
virement_inflation,high,2022.0,1212006000-300-00-20-42,Achat de cadeaux présentés aux délégations,virements +2.2x initial credits
virement_inflation,high,2024.0,1212006000-300-00-20-51,Habillement,virements +1.6x initial credits
virement_inflation,high,2025.0,1212006000-300-00-20-52,Frais de réception et de cérémonies officielles,virements +3.6x initial credits
virement_inflation,high,2022.0,1212006000-300-00-20-53,Frais d'hébergement et de restauration,virements +50.1x initial credits
virement_inflation,high,2023.0,1212006000-300-00-20-53,Frais d'hébergement et de restauration,virements +8.5x initial credits
virement_inflation,high,2024.0,1212006000-300-00-20-53,Frais d'hébergement et de restauration,virements +5.0x initial credits
virement_inflation,high,2025.0,1212006000-300-00-20-53,Frais d'hébergement et de restauration,virements +4.3x initial credits
virement_inflation,high,2021.0,1212006000-300-00-20-54,"Publicité, impression et insertion",virements +1.8x initial credits
virement_inflation,high,2025.0,1212006000-300-00-20-54,"Publicité, impression et insertion",virements +1.6x initial credits
virement_inflation,high,2021.0,1212006000-300-00-20-55,Abonnement et documentation,virements +2.3x initial credits
virement_inflation,high,2022.0,1212006000-300-00-20-55,Abonnement et documentation,virements +2.1x initial credits
virement_inflation,high,2023.0,1212006000-300-00-20-55,Abonnement et documentation,virements +1.8x initial credits
virement_inflation,high,2025.0,1212006000-300-00-20-73,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,virements +1.0x initial credits
virement_inflation,high,2022.0,1212006000-300-00-40-10,Maintenance et conservation des archives,virements +1.9x initial credits
virement_inflation,high,2023.0,1212006000-300-00-40-10,Maintenance et conservation des archives,virements +3.0x initial credits
virement_inflation,high,2025.0,1212006000-300-00-40-10,Maintenance et conservation des archives,virements +1.0x initial credits
virement_inflation,high,2024.0,1212006000-301-00-10-21,Taxes postales et frais d'affranchissement,virements +6.0x initial credits
virement_inflation,high,2025.0,1212006000-301-00-10-21,Taxes postales et frais d'affranchissement,virements +1.5x initial credits
virement_inflation,high,2021.0,1212006000-301-00-10-23,Redevances d'eau,virements +4.0x initial credits
virement_inflation,high,2022.0,1212006000-301-00-10-23,Redevances d'eau,virements +1.8x initial credits
virement_inflation,high,2024.0,1212006000-301-00-10-23,Redevances d'eau,virements +2.0x initial credits
virement_inflation,high,2021.0,1212006000-301-00-10-24,Redevances d'électricité,virements +5.0x initial credits
virement_inflation,high,2023.0,1212006000-301-00-10-24,Redevances d'électricité,virements +5.0x initial credits
virement_inflation,high,2024.0,1212006000-301-00-10-24,Redevances d'électricité,virements +4.0x initial credits
virement_inflation,high,2021.0,1212006000-301-00-10-31,"Fournitures de bureau, produits d'impression, papeterie et imprimés",virements +4.0x initial credits
virement_inflation,high,2025.0,1212006000-301-00-10-41,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,virements +1.0x initial credits
virement_inflation,high,2022.0,1212006000-301-00-10-51,Règlement et exécution des décisions judiciaires et administratives,virements +3.0x initial credits
virement_inflation,high,2025.0,1212006000-301-00-10-51,Règlement et exécution des décisions judiciaires et administratives,virements +2.4x initial credits
virement_inflation,high,2024.0,1212006000-301-00-20-31,Taxes postales et frais d'affranchissement,virements +6.0x initial credits
virement_inflation,high,2025.0,1212006000-301-00-20-31,Taxes postales et frais d'affranchissement,virements +1.5x initial credits
virement_inflation,high,2021.0,1212006000-301-00-20-33,Redevances d'eau,virements +4.0x initial credits
virement_inflation,high,2022.0,1212006000-301-00-20-33,Redevances d'eau,virements +1.8x initial credits
virement_inflation,high,2024.0,1212006000-301-00-20-33,Redevances d'eau,virements +2.0x initial credits
virement_inflation,high,2021.0,1212006000-301-00-20-34,Redevances d'électricité,virements +5.0x initial credits
virement_inflation,high,2023.0,1212006000-301-00-20-34,Redevances d'électricité,virements +5.0x initial credits
virement_inflation,high,2024.0,1212006000-301-00-20-34,Redevances d'électricité,virements +4.0x initial credits
virement_inflation,high,2025.0,1212006000-301-00-20-51,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,virements +1.0x initial credits
virement_inflation,high,2024.0,1212006000-302-00-10-22,Taxes postales et frais d'affranchissement,virements +6.0x initial credits
virement_inflation,high,2025.0,1212006000-302-00-10-22,Taxes postales et frais d'affranchissement,virements +1.5x initial credits
virement_inflation,high,2025.0,1212006000-302-00-10-41,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,virements +1.0x initial credits
virement_inflation,high,2021.0,1212006000-302-00-10-60,Cotisations aux organismes internationaux,virements +1.3x initial credits
virement_inflation,high,2023.0,1212006000-302-00-10-60,Cotisations aux organismes internationaux,virements +1.2x initial credits
virement_inflation,high,2024.0,1212006000-302-00-20-12,Taxes postales et frais d'affranchissement,virements +6.0x initial credits
virement_inflation,high,2025.0,1212006000-302-00-20-12,Taxes postales et frais d'affranchissement,virements +1.5x initial credits
virement_inflation,high,2025.0,1212006000-302-00-20-31,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,virements +1.0x initial credits
virement_inflation,high,2021.0,1212006000-303-00-10-12,Redevances d'eau,virements +4.0x initial credits
virement_inflation,high,2022.0,1212006000-303-00-10-12,Redevances d'eau,virements +1.8x initial credits
virement_inflation,high,2024.0,1212006000-303-00-10-12,Redevances d'eau,virements +2.0x initial credits
virement_inflation,high,2021.0,1212006000-303-00-10-13,Redevances d'électricité,virements +5.0x initial credits
virement_inflation,high,2023.0,1212006000-303-00-10-13,Redevances d'électricité,virements +5.0x initial credits
virement_inflation,high,2024.0,1212006000-303-00-10-13,Redevances d'électricité,virements +4.0x initial credits
virement_inflation,high,2025.0,1212006000-303-00-10-31,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,virements +1.0x initial credits
virement_inflation,high,2021.0,1212006000-303-00-20-12,Redevances d'eau,virements +4.0x initial credits
virement_inflation,high,2022.0,1212006000-303-00-20-12,Redevances d'eau,virements +1.8x initial credits
virement_inflation,high,2024.0,1212006000-303-00-20-12,Redevances d'eau,virements +2.0x initial credits
virement_inflation,high,2021.0,1212006000-303-00-20-13,Redevances d'électricité,virements +5.0x initial credits
virement_inflation,high,2023.0,1212006000-303-00-20-13,Redevances d'électricité,virements +5.0x initial credits
virement_inflation,high,2024.0,1212006000-303-00-20-13,Redevances d'électricité,virements +4.0x initial credits
virement_inflation,high,2025.0,1212006000-303-00-20-31,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,virements +1.0x initial credits
virement_inflation,high,2022.0,1222006000-300-00-11-40,Travaux d'aménagement et d'installation,virements +1.5x initial credits
virement_inflation,high,2023.0,1222006000-300-00-11-50,Achat de matériel et mobilier de bureau,virements +1.3x initial credits
virement_inflation,high,2024.0,1222006000-300-00-11-50,Achat de matériel et mobilier de bureau,virements +1.5x initial credits
virement_inflation,high,2022.0,1222006000-300-02-11-40,Travaux d'aménagement et d'installation,virements +1.5x initial credits
virement_inflation,high,2022.0,1222006000-300-04-11-40,Travaux d'aménagement et d'installation,virements +1.5x initial credits
virement_inflation,high,2022.0,1222006000-300-06-11-40,Travaux d'aménagement et d'installation,virements +1.5x initial credits
virement_churn,medium,2023.0,1212006000-300-00-10-11,Impôts et taxes,+56% / -72% of initial credits
virement_churn,medium,2022.0,1212006000-300-00-10-14,Achat de fournitures et accessoires électriques,+49% / -38% of initial credits
virement_churn,medium,2021.0,1212006000-300-00-10-16,"Achat d'outillage, de matériel, de fournitures et de produits pour le jardinage",+191% / -100% of initial credits
virement_churn,medium,2023.0,1212006000-300-00-10-18,Frais d'autorisation de construire,+36% / -100% of initial credits
virement_churn,medium,2021.0,1212006000-300-00-10-19,"Achat d'articles de plomberie sanitaire, outillage et quincaillerie",+30% / -66% of initial credits
virement_churn,medium,2022.0,1212006000-300-00-20-32,Frais de transport du personnel à l'étranger,+159% / -31% of initial credits
virement_churn,medium,2021.0,1212006000-300-00-20-51,Habillement,+33% / -100% of initial credits
virement_churn,medium,2025.0,1212006000-300-00-20-52,Frais de réception et de cérémonies officielles,+364% / -191% of initial credits
virement_churn,medium,2021.0,1212006000-300-00-20-54,"Publicité, impression et insertion",+182% / -50% of initial credits
virement_churn,medium,2021.0,1212006000-300-00-20-55,Abonnement et documentation,+228% / -63% of initial credits
virement_churn,medium,2023.0,1212006000-300-00-20-55,Abonnement et documentation,+185% / -229% of initial credits
virement_churn,medium,2022.0,1222006000-300-00-11-40,Travaux d'aménagement et d'installation,+152% / -111% of initial credits
virement_churn,medium,2025.0,1222006000-300-00-11-40,Travaux d'aménagement et d'installation,+61% / -48% of initial credits
virement_churn,medium,2023.0,1222006000-300-00-11-50,Achat de matériel et mobilier de bureau,+131% / -65% of initial credits
virement_churn,medium,2022.0,1222006000-300-00-11-81,Achat de matériel informatique et de logiciels,+44% / -92% of initial credits
virement_churn,medium,2022.0,1222006000-300-02-11-40,Travaux d'aménagement et d'installation,+152% / -111% of initial credits
virement_churn,medium,2025.0,1222006000-300-02-11-40,Travaux d'aménagement et d'installation,+61% / -48% of initial credits
virement_churn,medium,2022.0,1222006000-300-04-11-40,Travaux d'aménagement et d'installation,+152% / -111% of initial credits
virement_churn,medium,2025.0,1222006000-300-04-11-40,Travaux d'aménagement et d'installation,+61% / -48% of initial credits
virement_churn,medium,2022.0,1222006000-300-06-11-40,Travaux d'aménagement et d'installation,+152% / -111% of initial credits
virement_churn,medium,2025.0,1222006000-300-06-11-40,Travaux d'aménagement et d'installation,+61% / -48% of initial credits
unused_top_up,medium,2021.0,1212006000-300-00-20-54,"Publicité, impression et insertion",top-up +182% but exec rate only 75%
