Year,Line_Key,Chap,Prog,Reg,Proj,Lb,Depth,Level,Intitule,Credits_Ouverts_Vises,Total_Engage_Vises,Credits_Ouverts,Virements_Plus,Virements_Moins,Total_Credits,Total_Engage
2023,1212006000-300-00-20-53,,,,,53.0,5,Ligne,Frais d'hébergement et de restauration,100000,923340.0,100000.0,850000.0,26000.0,924000.0,923340.0
2024,1212006000-300-00-20-53,,,,,53.0,5,Ligne,Frais d'hébergement et de restauration,100000,590920.0,100000.0,500000.0,0.0,600000.0,590920.0
2025,1212006000-300-00-20-53,,,,,53.0,5,Ligne,Frais d'hébergement et de restauration,100000,530000.0,100000.0,430000.0,0.0,530000.0,530000.0
2026,1212006000-300-00-20-53,,,,,53.0,5,Ligne,Frais d'hébergement et de restauration,100000,100000.0,100000.0,0.0,0.0,100000.0,100000.0
2021,1212006000-300-00-20-54,,,,,54.0,5,Ligne,"Publicité, impression et insertion",1000000,1739994.39,1000000.0,1817600.0,504600.0,2313000.0,1739994.39
2022,1212006000-300-00-20-54,,,,,54.0,5,Ligne,"Publicité, impression et insertion",1000000,1049274.6,1000000.0,222800.0,79100.0,1143700.0,1049274.6
2023,1212006000-300-00-20-54,,,,,54.0,5,Ligne,"Publicité, impression et insertion",1500000,1846312.69,1500000.0,347800.0,440.0,1847360.0,1846312.69
2024,1212006000-300-00-20-54,,,,,54.0,5,Ligne,"Publicité, impression et insertion",1500000,1750580.6,1500000.0,265000.0,0.0,1765000.0,1750580.6
2025,1212006000-300-00-20-54,,,,,54.0,5,Ligne,"Publicité, impression et insertion",2000000,5160885.8,2000000.0,3175000.0,0.0,5175000.0,5160885.8
2026,1212006000-300-00-20-54,,,,,54.0,5,Ligne,"Publicité, impression et insertion",3000000,1371753.2,3000000.0,0.0,0.0,3000000.0,1371753.2
2021,1212006000-300-00-20-55,,,,,55.0,5,Ligne,Abonnement et documentation,1000000,2622342.7,1000000.0,2275000.0,629407.0,2645593.0,2622342.7
2022,1212006000-300-00-20-55,,,,,55.0,5,Ligne,Abonnement et documentation,1000000,2961895.6,1000000.0,2100000.0,122896.0,2977104.0,2961895.6
2023,1212006000-300-00-20-55,,,,,55.0,5,Ligne,Abonnement et documentation,2800000,1557816.6,2800000.0,5172183.0,6398792.0,1573391.0,1557816.6
2024,1212006000-300-00-20-55,,,,,55.0,5,Ligne,Abonnement et documentation,3500000,1454306.0,3500000.0,0.0,1885000.0,1615000.0,1454306.0
2025,1212006000-300-00-20-55,,,,,55.0,5,Ligne,Abonnement et documentation,19000000,3610123.65,19000000.0,0.0,15270000.0,3730000.0,3610123.65
2026,1212006000-300-00-20-55,,,,,55.0,5,Ligne,Abonnement et documentation,19000000,8878485.11,19000000.0,0.0,0.0,19000000.0,8878485.11
2021,1212006000-300-00-20-56,,,,,56.0,5,Ligne,Achat de produits  énergétiques pour chauffage et cuisson,50000,89107.0,50000.0,49107.0,10000.0,89107.0,89107.0
2022,1212006000-300-00-20-56,,,,,56.0,5,Ligne,Achat de produits  énergétiques pour chauffage et cuisson,50000,9696.0,50000.0,9696.0,50000.0,9696.0,9696.0
2023,1212006000-300-00-20-56,,,,,56.0,5,Ligne,Achat de produits  énergétiques pour chauffage et cuisson,0,38300.0,0.0,38300.0,0.0,38300.0,38300.0
2024,1212006000-300-00-20-56,,,,,56.0,5,Ligne,Achat de produits  énergétiques pour chauffage et cuisson,0,12000.0,0.0,12000.0,0.0,12000.0,12000.0
2025,1212006000-300-00-20-56,,,,,56.0,5,Ligne,Achat de produits  énergétiques pour chauffage et cuisson,0,10000.0,0.0,10000.0,0.0,10000.0,10000.0
2026,1212006000-300-00-20-56,,,,,56.0,5,Ligne,Achat de produits  énergétiques pour chauffage et cuisson,0,10000.0,0.0,10000.0,0.0,10000.0,10000.0
2021,1212006000-300-00-20-59,,,,,59.0,5,Ligne,Assurance des comptables,700000,598079.05,700000.0,0.0,101900.0,598100.0,598079.05
2022,1212006000-300-00-20-59,,,,,59.0,5,Ligne,Assurance des comptables,700000,604059.84,700000.0,0.0,95900.0,604100.0,604059.84
2023,1212006000-300-00-20-59,,,,,59.0,5,Ligne,Assurance des comptables,700000,603568.68,700000.0,0.0,96430.0,603570.0,603568.68
2024,1212006000-300-00-20-59,,,,,59.0,5,Ligne,Assurance des comptables,700000,598079.05,700000.0,0.0,90000.0,610000.0,598079.05
2025,1212006000-300-00-20-59,,,,,59.0,5,Ligne,Assurance des comptables,650000,598079.05,650000.0,0.0,51000.0,599000.0,598079.05
2026,1212006000-300-00-20-59,,,,,59.0,5,Ligne,Assurance des comptables,650000,603568.68,650000.0,0.0,0.0,650000.0,603568.68
2021,1212006000-300-00-20-60,,,,,60.0,5,Ligne,Assistance au titre du pélerinage aux Lieux Saints de l'Islam,850000,0.0,850000.0,0.0,850000.0,0.0,0.0
2022,1212006000-300-00-20-60,,,,,60.0,5,Ligne,Assistance au titre du pélerinage aux Lieux Saints de l'Islam,850000,848700.0,850000.0,0.0,0.0,850000.0,848700.0
2023,1212006000-300-00-20-60,,,,,60.0,5,Ligne,Assistance au titre du pélerinage aux Lieux Saints de l'Islam,850000,1125000.0,850000.0,275000.0,0.0,1125000.0,1125000.0
2024,1212006000-300-00-20-60,,,,,60.0,5,Ligne,Assistance au titre du pélerinage aux Lieux Saints de l'Islam,850000,1250000.0,850000.0,400000.0,0.0,1250000.0,1250000.0
2025,1212006000-300-00-20-60,,,,,60.0,5,Ligne,Assistance au titre du pélerinage aux Lieux Saints de l'Islam,850000,1250000.0,850000.0,400000.0,0.0,1250000.0,1250000.0
2026,1212006000-300-00-20-60,,,,,60.0,5,Ligne,Assistance au titre du pélerinage aux Lieux Saints de l'Islam,850000,1250000.0,850000.0,400000.0,0.0,1250000.0,1250000.0
2021,1212006000-300-00-20-71,,,,,71.0,5,Ligne,"Frais de formation, d'organisation et de participation aux séminaires, stages et congrés",2000000,1359952.96,2000000.0,0.0,639000.0,1361000.0,1359952.96
2022,1212006000-300-00-20-71,,,,,71.0,5,Ligne,"Frais de formation, d'organisation et de participation aux séminaires, stages et congrés",1600000,1913389.54,1600000.0,314000.0,600.0,1913400.0,1913389.54
2023,1212006000-300-00-20-71,,,,,71.0,5,Ligne,"Frais de formation, d'organisation et de participation aux séminaires, stages et congrés",7600000,12187973.64,7600000.0,4750000.0,131120.0,12218880.0,12187973.64
2024,1212006000-300-00-20-71,,,,,71.0,5,Ligne,"Frais de formation, d'organisation et de participation aux séminaires, stages et congrés",7600000,1736262.0,7600000.0,0.0,5840000.0,1760000.0,1736262.0
2025,1212006000-300-00-20-71,,,,,71.0,5,Ligne,"Frais de formation, d'organisation et de participation aux séminaires, stages et congrés",7600000,3456600.0,7600000.0,0.0,4143000.0,3457000.0,3456600.0
2026,1212006000-300-00-20-71,,,,,71.0,5,Ligne,"Frais de formation, d'organisation et de participation aux séminaires, stages et congrés",15000000,4516225.4,15000000.0,0.0,0.0,15000000.0,4516225.4
2021,1212006000-300-00-20-73,,,,,73.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2999450.0,12400000.0,0.0,0.0,12400000.0,9274930.0
2022,1212006000-300-00-20-73,,,,,73.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2998980.0,12400000.0,6000000.0,0.0,18400000.0,18320060.0
2023,1212006000-300-00-20-73,,,,,73.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,10999880.0,12400000.0,0.0,0.0,12400000.0,12399770.0
2024,1212006000-300-00-20-73,,,,,73.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2998850.0,12400000.0,12000000.0,0.0,24400000.0,24397710.0
2025,1212006000-300-00-20-73,,,,,73.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2999880.0,12400000.0,13000000.0,0.0,25400000.0,25399480.0
2026,1212006000-300-00-20-73,,,,,73.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,0.0,12400000.0,0.0,0.0,12400000.0,600000.0
2021,1212006000-300-00-20-83,,,,,83.0,5,Ligne,Subvention à la Fondation Mohammedia des oeuvres sociales des magistrats et des fonctionnaires de la justice,4500000,4500000.0,4500000.0,0.0,0.0,4500000.0,4500000.0
2022,1212006000-300-00-20-83,,,,,83.0,5,Ligne,Subvention à la Fondation Mohammedia des oeuvres sociales des magistrats et des fonctionnaires de la justice,4500000,6500000.0,4500000.0,2000000.0,0.0,6500000.0,6500000.0
2023,1212006000-300-00-20-83,,,,,83.0,5,Ligne,Subvention à la Fondation Mohammedia des oeuvres sociales des magistrats et des fonctionnaires de la justice,4500000,4500000.0,4500000.0,0.0,0.0,4500000.0,4500000.0
2024,1212006000-300-00-20-83,,,,,83.0,5,Ligne,Subvention à la Fondation Mohammedia des oeuvres sociales des magistrats et des fonctionnaires de la justice,4500000,4500000.0,4500000.0,0.0,0.0,4500000.0,4500000.0
2025,1212006000-300-00-20-83,,,,,83.0,5,Ligne,Subvention à la Fondation Mohammedia des oeuvres sociales des magistrats et des fonctionnaires de la justice,4500000,4500000.0,4500000.0,0.0,0.0,4500000.0,4500000.0
2026,1212006000-300-00-20-83,,,,,83.0,5,Ligne,Subvention à la Fondation Mohammedia des oeuvres sociales des magistrats et des fonctionnaires de la justice,4500000,0.0,4500000.0,0.0,0.0,4500000.0,0.0
2021,1212006000-300-00-20-84,,,,,84.0,5,Ligne,Subvention aux associations et aux amicales professionnelles des magistrats et fonctionnaires du Ministère de la Justice,1220000,930000.0,1220000.0,0.0,290000.0,930000.0,930000.0
2022,1212006000-300-00-20-84,,,,,84.0,5,Ligne,Subvention aux associations et aux amicales professionnelles des magistrats et fonctionnaires du Ministère de la Justice,1220000,440000.0,1220000.0,0.0,780000.0,440000.0,440000.0
2023,1212006000-300-00-20-84,,,,,84.0,5,Ligne,Subvention aux associations et aux amicales professionnelles des magistrats et fonctionnaires du Ministère de la Justice,1220000,900000.0,1220000.0,0.0,320000.0,900000.0,900000.0
2024,1212006000-300-00-20-84,,,,,84.0,5,Ligne,Subvention aux associations et aux amicales professionnelles des magistrats et fonctionnaires du Ministère de la Justice,1220000,700000.0,1220000.0,0.0,520000.0,700000.0,700000.0
2025,1212006000-300-00-20-84,,,,,84.0,5,Ligne,Subvention aux associations et aux amicales professionnelles des magistrats et fonctionnaires du Ministère de la Justice,1220000,900000.0,1220000.0,0.0,320000.0,900000.0,900000.0
2026,1212006000-300-00-20-84,,,,,84.0,5,Ligne,Subvention aux associations et aux amicales professionnelles des magistrats et fonctionnaires du Ministère de la Justice,1220000,0.0,1220000.0,0.0,0.0,1220000.0,0.0
2021,1212006000-300-00-40,,,,40.0,,4,Projet,Gestion des archives,400000,309060.0,400000.0,110000.0,200000.0,310000.0,309060.0
2022,1212006000-300-00-40,,,,40.0,,4,Projet,Gestion des archives,400000,768590.0,400000.0,568646.0,200000.0,768646.0,768590.0
2023,1212006000-300-00-40,,,,40.0,,4,Projet,Gestion des archives,400000,803048.0,400000.0,605880.0,202830.0,803050.0,803048.0
2024,1212006000-300-00-40,,,,40.0,,4,Projet,Gestion des archives,1000000,62055.0,1000000.0,0.0,937000.0,63000.0,62055.0
2025,1212006000-300-00-40,,,,40.0,,4,Projet,Gestion des archives,500000,1006201.0,500000.0,507000.0,0.0,1007000.0,1006201.0
2026,1212006000-300-00-40,,,,40.0,,4,Projet,Gestion des archives,500000,2007854.0,500000.0,1508000.0,0.0,2008000.0,2007854.0
2021,1212006000-300-00-40-10,,,,,10.0,5,Ligne,Maintenance et conservation des archives,200000,309060.0,200000.0,110000.0,0.0,310000.0,309060.0
2022,1212006000-300-00-40-10,,,,,10.0,5,Ligne,Maintenance et conservation des archives,200000,586608.0,200000.0,386664.0,0.0,586664.0,586608.0
2023,1212006000-300-00-40-10,,,,,10.0,5,Ligne,Maintenance et conservation des archives,200000,803048.0,200000.0,605880.0,2830.0,803050.0,803048.0
2024,1212006000-300-00-40-10,,,,,10.0,5,Ligne,Maintenance et conservation des archives,500000,62055.0,500000.0,0.0,437000.0,63000.0,62055.0
2025,1212006000-300-00-40-10,,,,,10.0,5,Ligne,Maintenance et conservation des archives,500000,1006201.0,500000.0,507000.0,0.0,1007000.0,1006201.0
2026,1212006000-300-00-40-10,,,,,10.0,5,Ligne,Maintenance et conservation des archives,500000,2007854.0,500000.0,1508000.0,0.0,2008000.0,2007854.0
2021,1212006000-301,,301.0,,,,2,Programme,PERFORMANCE DE L'ADMINISTRATION JUDICIAIRE,86700000,89633323.23,86700000.0,21339819.0,18332600.0,89707219.0,89633323.23
2022,1212006000-301,,301.0,,,,2,Programme,PERFORMANCE DE L'ADMINISTRATION JUDICIAIRE,89700000,89585852.32,89700000.0,15442000.0,15442000.0,89700000.0,89585852.32
2023,1212006000-301,,301.0,,,,2,Programme,PERFORMANCE DE L'ADMINISTRATION JUDICIAIRE,104700000,101719739.23,104700000.0,10707000.0,13607000.0,101800000.0,101719739.23
2024,1212006000-301,,301.0,,,,2,Programme,PERFORMANCE DE L'ADMINISTRATION JUDICIAIRE,105300000,145218981.88,105300000.0,18431000.0,8431000.0,145300000.0,145218981.88
2025,1212006000-301,,301.0,,,,2,Programme,PERFORMANCE DE L'ADMINISTRATION JUDICIAIRE,120300000,147297649.11,120300000.0,23300000.0,11300000.0,147300000.0,147297649.11
2026,1212006000-301,,301.0,,,,2,Programme,PERFORMANCE DE L'ADMINISTRATION JUDICIAIRE,150300000,95842764.94,150300000.0,1400000.0,1400000.0,150300000.0,95842764.94
2021,1212006000-301-00,,,0.0,,,3,Region,SERVICES COMMUNS,86700000,89633323.23,4717208000.0,10000.0,10000.0,4809208000.0,4781379728.76
2022,1212006000-301-00,,,0.0,,,3,Region,SERVICES COMMUNS,89700000,89585852.32,5020563000.0,14000000.0,14000000.0,5020563000.0,5014150298.43
2023,1212006000-301-00,,,0.0,,,3,Region,SERVICES COMMUNS,104700000,101719739.23,3175472000.0,12000000.0,12000000.0,3175472000.0,3071724920.04
2024,1212006000-301-00,,,0.0,,,3,Region,SERVICES COMMUNS,105300000,145218981.88,3179307000.0,9500000.0,9500000.0,3179307000.0,3171460390.71
2025,1212006000-301-00,,,0.0,,,3,Region,SERVICES COMMUNS,120300000,147297649.11,3419812000.0,6000000.0,6000000.0,3419812000.0,3417594788.2
2026,1212006000-301-00,,,0.0,,,3,Region,SERVICES COMMUNS,150300000,95842764.94,4120912000.0,0.0,0.0,4120912000.0,3976225539.57
2021,1212006000-301-00-10,,,,10.0,,4,Projet,Performance des tribunaux  en matière civile,39300000,35138087.01,39300000.0,8839819.0,13000000.0,35139819.0,35138087.01
2022,1212006000-301-00-10,,,,10.0,,4,Projet,Performance des tribunaux  en matière civile,32300000,33298289.62,32300000.0,15442000.0,14398000.0,33344000.0,33298289.62
2023,1212006000-301-00-10,,,,10.0,,4,Projet,Performance des tribunaux  en matière civile,33300000,25867823.88,33300000.0,2000000.0,9407000.0,25893000.0,25867823.88
2024,1212006000-301-00-10,,,,10.0,,4,Projet,Performance des tribunaux  en matière civile,33300000,33136523.28,33300000.0,1345000.0,1431000.0,33214000.0,33136523.28
2025,1212006000-301-00-10,,,,10.0,,4,Projet,Performance des tribunaux  en matière civile,36300000,40063398.1,36300000.0,6300000.0,2535000.0,40065000.0,40063398.1
2026,1212006000-301-00-10,,,,10.0,,4,Projet,Performance des tribunaux  en matière civile,36300000,30913843.99,36300000.0,1400000.0,1400000.0,36300000.0,30913843.99
2021,1212006000-301-00-10-21,,,,,21.0,5,Ligne,Taxes postales et frais d'affranchissement,2000000,1999998.75,1000000.0,0.0,0.0,1000000.0,999997.5
2022,1212006000-301-00-10-21,,,,,21.0,5,Ligne,Taxes postales et frais d'affranchissement,2000000,1999998.75,1000000.0,0.0,0.0,1000000.0,999997.5
2023,1212006000-301-00-10-21,,,,,21.0,5,Ligne,Taxes postales et frais d'affranchissement,2000000,1999998.75,1000000.0,0.0,0.0,1000000.0,999997.5
2024,1212006000-301-00-10-21,,,,,21.0,5,Ligne,Taxes postales et frais d'affranchissement,2000000,1999996.4,1000000.0,6000000.0,0.0,7000000.0,6999995.6
2025,1212006000-301-00-10-21,,,,,21.0,5,Ligne,Taxes postales et frais d'affranchissement,2000000,1999996.4,1000000.0,1500000.0,0.0,2500000.0,2499995.5
2026,1212006000-301-00-10-21,,,,,21.0,5,Ligne,Taxes postales et frais d'affranchissement,4000000,3999996.9,3000000.0,0.0,0.0,3000000.0,2999998.7
2021,1212006000-301-00-10-22,,,,,22.0,5,Ligne,Taxes et redevances de télécommunications,13000000,0.0,3940000.0,0.0,3940000.0,0.0,0.0
2022,1212006000-301-00-10-22,,,,,22.0,5,Ligne,Taxes et redevances de télécommunications,13000000,0.0,3940000.0,0.0,3940000.0,0.0,0.0
2023,1212006000-301-00-10-22,,,,,22.0,5,Ligne,Taxes et redevances de télécommunications,13000000,7145000.0,3940000.0,0.0,0.0,3940000.0,3940000.0
2024,1212006000-301-00-10-22,,,,,22.0,5,Ligne,Taxes et redevances de télécommunications,13000000,13000000.0,3940000.0,0.0,0.0,3940000.0,3940000.0
2025,1212006000-301-00-10-22,,,,,22.0,5,Ligne,Taxes et redevances de télécommunications,13000000,13000000.0,3940000.0,0.0,0.0,3940000.0,3940000.0
2026,1212006000-301-00-10-22,,,,,22.0,5,Ligne,Taxes et redevances de télécommunications,13000000,13000000.0,3940000.0,0.0,0.0,3940000.0,3940000.0
2021,1212006000-301-00-10-23,,,,,23.0,5,Ligne,Redevances d'eau,4000000,10000000.0,1000000.0,4000000.0,0.0,5000000.0,5000000.0
2022,1212006000-301-00-10-23,,,,,23.0,5,Ligne,Redevances d'eau,4000000,10200000.0,1000000.0,1800000.0,0.0,2800000.0,2800000.0
2023,1212006000-301-00-10-23,,,,,23.0,5,Ligne,Redevances d'eau,4000000,4000000.0,1000000.0,0.0,0.0,1000000.0,1000000.0
2024,1212006000-301-00-10-23,,,,,23.0,5,Ligne,Redevances d'eau,4000000,4000000.0,1000000.0,2000000.0,0.0,3000000.0,3000000.0
2025,1212006000-301-00-10-23,,,,,23.0,5,Ligne,Redevances d'eau,4000000,4000000.0,1000000.0,0.0,0.0,1000000.0,1000000.0
2026,1212006000-301-00-10-23,,,,,23.0,5,Ligne,Redevances d'eau,4000000,4000000.0,1000000.0,0.0,0.0,1000000.0,1000000.0
2021,1212006000-301-00-10-24,,,,,24.0,5,Ligne,Redevances d'électricité,5000000,5000000.0,2000000.0,10000000.0,0.0,12000000.0,12000000.0
2022,1212006000-301-00-10-24,,,,,24.0,5,Ligne,Redevances d'électricité,5000000,11200000.0,2000000.0,1800000.0,0.0,3800000.0,3800000.0
2023,1212006000-301-00-10-24,,,,,24.0,5,Ligne,Redevances d'électricité,5000000,7000000.0,2000000.0,10000000.0,0.0,12000000.0,12000000.0
2024,1212006000-301-00-10-24,,,,,24.0,5,Ligne,Redevances d'électricité,5000000,5000000.0,2000000.0,8000000.0,0.0,50000000.0,50000000.0
2025,1212006000-301-00-10-24,,,,,24.0,5,Ligne,Redevances d'électricité,5000000,6570000.0,2000000.0,1700000.0,0.0,3700000.0,3700000.0
2026,1212006000-301-00-10-24,,,,,24.0,5,Ligne,Redevances d'électricité,5000000,5000000.0,2000000.0,0.0,0.0,2000000.0,2000000.0
2021,1212006000-301-00-10-31,,,,,31.0,5,Ligne,"Fournitures de bureau, produits d'impression, papeterie et imprimés",3000000,3019556.0,1000000.0,4040412.0,130000.0,4910412.0,4868553.19
2022,1212006000-301-00-10-31,,,,,31.0,5,Ligne,"Fournitures de bureau, produits d'impression, papeterie et imprimés",3000000,2084341.0,1000000.0,323000.0,12000.0,1311000.0,1310326.0
2023,1212006000-301-00-10-31,,,,,31.0,5,Ligne,"Fournitures de bureau, produits d'impression, papeterie et imprimés",3000000,1778616.0,8000000.0,229000.0,2072690.0,6156310.0,6132131.88
2024,1212006000-301-00-10-31,,,,,31.0,5,Ligne,"Fournitures de bureau, produits d'impression, papeterie et imprimés",3000000,1510920.0,8000000.0,0.0,1688000.0,6312000.0,6281756.36
2025,1212006000-301-00-10-31,,,,,31.0,5,Ligne,"Fournitures de bureau, produits d'impression, papeterie et imprimés",6000000,3464091.0,8000000.0,0.0,797000.0,7203000.0,7155251.0
2026,1212006000-301-00-10-31,,,,,31.0,5,Ligne,"Fournitures de bureau, produits d'impression, papeterie et imprimés",4000000,0.0,7000000.0,0.0,0.0,7000000.0,0.0
2021,1212006000-301-00-10-41,,,,,41.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2999250.0,12400000.0,0.0,0.0,12400000.0,9274930.0
2022,1212006000-301-00-10-41,,,,,41.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2999900.0,12400000.0,6000000.0,0.0,18400000.0,18320060.0
2023,1212006000-301-00-10-41,,,,,41.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2999580.0,12400000.0,0.0,0.0,12400000.0,12399770.0
2024,1212006000-301-00-10-41,,,,,41.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2998070.0,12400000.0,12000000.0,0.0,24400000.0,24397710.0
2025,1212006000-301-00-10-41,,,,,41.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,2999940.0,12400000.0,13000000.0,0.0,25400000.0,25399480.0
2026,1212006000-301-00-10-41,,,,,41.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,3000000,1523940.0,12400000.0,0.0,0.0,12400000.0,600000.0
2021,1212006000-301-00-10-51,,,,,51.0,5,Ligne,Règlement et exécution des décisions judiciaires et administratives,8000000,10819282.26,8000000.0,2820219.0,0.0,10820219.0,10819282.26
2022,1212006000-301-00-10-51,,,,,51.0,5,Ligne,Règlement et exécution des décisions judiciaires et administratives,1000000,4039049.87,1000000.0,3042000.0,0.0,4042000.0,4039049.87
2023,1212006000-301-00-10-51,,,,,51.0,5,Ligne,Règlement et exécution des décisions judiciaires et administratives,2000000,619629.13,2000000.0,0.0,1370000.0,630000.0,619629.13
2024,1212006000-301-00-10-51,,,,,51.0,5,Ligne,Règlement et exécution des décisions judiciaires et administratives,2000000,3327536.88,2000000.0,1345000.0,0.0,3345000.0,3327536.88
2025,1212006000-301-00-10-51,,,,,51.0,5,Ligne,Règlement et exécution des décisions judiciaires et administratives,2000000,6729370.7,2000000.0,4730000.0,0.0,6730000.0,6729370.7
2026,1212006000-301-00-10-51,,,,,51.0,5,Ligne,Règlement et exécution des décisions judiciaires et administratives,2000000,3389907.09,2000000.0,1400000.0,0.0,3400000.0,3389907.09
2021,1212006000-301-00-10-61,,,,,61.0,5,Ligne,Subvention de fonctionnement au Centre de Publication et de Documentation Judiciaire de la Cour de Cassation,300000,300000.0,300000.0,0.0,0.0,300000.0,300000.0
2022,1212006000-301-00-10-61,,,,,61.0,5,Ligne,Subvention de fonctionnement au Centre de Publication et de Documentation Judiciaire de la Cour de Cassation,300000,300000.0,300000.0,0.0,0.0,300000.0,300000.0
2023,1212006000-301-00-10-61,,,,,61.0,5,Ligne,Subvention de fonctionnement au Centre de Publication et de Documentation Judiciaire de la Cour de Cassation,300000,300000.0,300000.0,0.0,0.0,300000.0,300000.0
2024,1212006000-301-00-10-61,,,,,61.0,5,Ligne,Subvention de fonctionnement au Centre de Publication et de Documentation Judiciaire de la Cour de Cassation,300000,300000.0,300000.0,0.0,0.0,300000.0,300000.0
2025,1212006000-301-00-10-61,,,,,61.0,5,Ligne,Subvention de fonctionnement au Centre de Publication et de Documentation Judiciaire de la Cour de Cassation,300000,300000.0,300000.0,0.0,0.0,300000.0,300000.0
2026,1212006000-301-00-10-61,,,,,61.0,5,Ligne,Subvention de fonctionnement au Centre de Publication de l’Information Juridique,300000,0.0,300000.0,0.0,0.0,300000.0,0.0
2021,1212006000-301-00-10-62,,,,,62.0,5,Ligne,Subvention aux associations de droit non gouvernementales,1000000,1000000.0,1000000.0,0.0,0.0,1000000.0,1000000.0
2022,1212006000-301-00-10-62,,,,,62.0,5,Ligne,Subvention aux associations de droit non gouvernementales,1000000,475000.0,1000000.0,0.0,500000.0,500000.0,475000.0
2023,1212006000-301-00-10-62,,,,,62.0,5,Ligne,Subvention aux associations de droit non gouvernementales,1000000,25000.0,1000000.0,0.0,975000.0,25000.0,25000.0
2024,1212006000-301-00-10-62,,,,,62.0,5,Ligne,Subvention aux associations de droit non gouvernementales,1000000,1000000.0,1000000.0,0.0,0.0,1000000.0,1000000.0
2025,1212006000-301-00-10-62,,,,,62.0,5,Ligne,Subvention aux associations de droit non gouvernementales,1000000,1000000.0,1000000.0,0.0,0.0,1000000.0,1000000.0
2026,1212006000-301-00-10-62,,,,,62.0,5,Ligne,Subvention aux associations de droit non gouvernementales,1000000,0.0,1000000.0,0.0,0.0,1000000.0,0.0
2021,1212006000-301-00-20,,,,20.0,,4,Projet,Performance des tribunaux en matière pénale,32400000,29502236.22,32400000.0,2500000.0,5332600.0,29567400.0,29502236.22
2022,1212006000-301-00-20,,,,20.0,,4,Projet,Performance des tribunaux en matière pénale,32400000,31289062.7,32400000.0,0.0,1044000.0,31356000.0,31289062.7
2023,1212006000-301-00-20,,,,20.0,,4,Projet,Performance des tribunaux en matière pénale,41400000,45854915.35,41400000.0,8707000.0,4200000.0,45907000.0,45854915.35
2024,1212006000-301-00-20,,,,20.0,,4,Projet,Performance des tribunaux en matière pénale,42000000,82085158.6,42000000.0,17086000.0,7000000.0,82086000.0,82085158.6
2025,1212006000-301-00-20,,,,20.0,,4,Projet,Performance des tribunaux en matière pénale,54000000,77236251.01,54000000.0,17000000.0,8763000.0,77237000.0,77236251.01
2026,1212006000-301-00-20,,,,20.0,,4,Projet,Performance des tribunaux en matière pénale,74000000,47928920.95,74000000.0,0.0,0.0,74000000.0,47928920.95
2021,1212006000-301-00-20-20,,,,,20.0,5,Ligne,Indemnités allouées aux huissiers de justice en matière pénale,1400000,1002450.0,1400000.0,0.0,332600.0,1067400.0,1002450.0
2022,1212006000-301-00-20-20,,,,,20.0,5,Ligne,Indemnités allouées aux huissiers de justice en matière pénale,1400000,1385122.5,1400000.0,0.0,0.0,1400000.0,1385122.5
2023,1212006000-301-00-20-20,,,,,20.0,5,Ligne,Indemnités allouées aux huissiers de justice en matière pénale,1400000,2060212.5,1400000.0,707000.0,0.0,2107000.0,2060212.5
2024,1212006000-301-00-20-20,,,,,20.0,5,Ligne,Indemnités allouées aux huissiers de justice en matière pénale,2000000,2085600.0,2000000.0,86000.0,0.0,2086000.0,2085600.0
2025,1212006000-301-00-20-20,,,,,20.0,5,Ligne,Indemnités allouées aux huissiers de justice en matière pénale,4000000,3236352.5,4000000.0,0.0,763000.0,3237000.0,3236352.5
2026,1212006000-301-00-20-20,,,,,20.0,5,Ligne,Indemnités allouées aux huissiers de justice en matière pénale,4000000,2900637.5,4000000.0,0.0,0.0,4000000.0,2900637.5
2021,1212006000-301-00-20-31,,,,,31.0,5,Ligne,Taxes postales et frais d'affranchissement,3000000,3000000.0,1000000.0,0.0,0.0,1000000.0,999997.5
2022,1212006000-301-00-20-31,,,,,31.0,5,Ligne,Taxes postales et frais d'affranchissement,3000000,3000000.0,1000000.0,0.0,0.0,1000000.0,999997.5
2023,1212006000-301-00-20-31,,,,,31.0,5,Ligne,Taxes postales et frais d'affranchissement,3000000,3000000.0,1000000.0,0.0,0.0,1000000.0,999997.5
2024,1212006000-301-00-20-31,,,,,31.0,5,Ligne,Taxes postales et frais d'affranchissement,3000000,2999998.7,1000000.0,6000000.0,0.0,7000000.0,6999995.6
