Year,Line_Key,Chap,Prog,Reg,Proj,Lb,Depth,Level,Intitule,Credits_Ouverts_Vises,Total_Engage_Vises,Credits_Ouverts,Virements_Plus,Virements_Moins,Total_Credits,Total_Engage
2024,1212006000-300-00-10-17,,,,,17.0,5,Ligne,Entretien des espaces verts,1500000,730612.75,1500000.0,0.0,630000.0,870000.0,730612.75
2025,1212006000-300-00-10-17,,,,,17.0,5,Ligne,Entretien des espaces verts,1200000,729197.57,1200000.0,0.0,357000.0,843000.0,729197.57
2026,1212006000-300-00-10-17,,,,,17.0,5,Ligne,Entretien des espaces verts,1200000,0.0,1200000.0,0.0,0.0,1200000.0,0.0
2021,1212006000-300-00-10-18,,,,,18.0,5,Ligne,Frais d'autorisation de construire,200000,0.0,200000.0,0.0,200000.0,0.0,0.0
2022,1212006000-300-00-10-18,,,,,18.0,5,Ligne,Frais d'autorisation de construire,200000,65654.0,200000.0,0.0,134300.0,65700.0,65654.0
2023,1212006000-300-00-10-18,,,,,18.0,5,Ligne,Frais d'autorisation de construire,200000,71506.0,200000.0,71506.0,200000.0,71506.0,71506.0
2024,1212006000-300-00-10-18,,,,,18.0,5,Ligne,Frais d'autorisation de construire,200000,399906.0,200000.0,200000.0,0.0,400000.0,399906.0
2025,1212006000-300-00-10-18,,,,,18.0,5,Ligne,Frais d'autorisation de construire,200000,0.0,200000.0,0.0,200000.0,0.0,0.0
2026,1212006000-300-00-10-18,,,,,18.0,5,Ligne,Frais d'autorisation de construire,200000,149910.0,200000.0,0.0,0.0,200000.0,149910.0
2021,1212006000-300-00-10-19,,,,,19.0,5,Ligne,"Achat d'articles de plomberie sanitaire, outillage et quincaillerie",800000,517041.0,800000.0,242098.0,525050.0,517048.0,517041.0
2022,1212006000-300-00-10-19,,,,,19.0,5,Ligne,"Achat d'articles de plomberie sanitaire, outillage et quincaillerie",800000,663482.0,800000.0,200000.0,335000.0,665000.0,663482.0
2023,1212006000-300-00-10-19,,,,,19.0,5,Ligne,"Achat d'articles de plomberie sanitaire, outillage et quincaillerie",500000,449179.8,500000.0,0.0,50820.0,449180.0,449179.8
2024,1212006000-300-00-10-19,,,,,19.0,5,Ligne,"Achat d'articles de plomberie sanitaire, outillage et quincaillerie",500000,398995.2,500000.0,0.0,90000.0,410000.0,398995.2
2025,1212006000-300-00-10-19,,,,,19.0,5,Ligne,"Achat d'articles de plomberie sanitaire, outillage et quincaillerie",500000,504808.8,500000.0,10000.0,5000.0,505000.0,504808.8
2026,1212006000-300-00-10-19,,,,,19.0,5,Ligne,"Achat d'articles de plomberie sanitaire, outillage et quincaillerie",500000,0.0,500000.0,0.0,0.0,500000.0,0.0
2021,1212006000-300-00-10-21,,,,,21.0,5,Ligne,"Fournitures de bureau, produits d'impression, papeterie et imprimés",1000000,4868553.19,1000000.0,4040412.0,130000.0,4910412.0,4868553.19
2022,1212006000-300-00-10-21,,,,,21.0,5,Ligne,"Fournitures de bureau, produits d'impression, papeterie et imprimés",1000000,1310326.0,1000000.0,323000.0,12000.0,1311000.0,1310326.0
2023,1212006000-300-00-10-21,,,,,21.0,5,Ligne,"Fournitures de bureau, produits d'impression, papeterie et imprimés",8000000,6132131.88,8000000.0,229000.0,2072690.0,6156310.0,6132131.88
2024,1212006000-300-00-10-21,,,,,21.0,5,Ligne,"Fournitures de bureau, produits d'impression, papeterie et imprimés",8000000,6281756.36,8000000.0,0.0,1688000.0,6312000.0,6281756.36
2025,1212006000-300-00-10-21,,,,,21.0,5,Ligne,"Fournitures de bureau, produits d'impression, papeterie et imprimés",8000000,7155251.0,8000000.0,0.0,797000.0,7203000.0,7155251.0
2026,1212006000-300-00-10-21,,,,,21.0,5,Ligne,"Fournitures de bureau, produits d'impression, papeterie et imprimés",7000000,0.0,7000000.0,0.0,0.0,7000000.0,0.0
2021,1212006000-300-00-10-22,,,,,22.0,5,Ligne,Entretien et réparation du mobilier et du matériel de bureau,1200000,991714.2,1200000.0,62000.0,253000.0,1009000.0,991714.2
2022,1212006000-300-00-10-22,,,,,22.0,5,Ligne,Entretien et réparation du mobilier et du matériel de bureau,1200000,209572.0,1200000.0,136000.0,1124000.0,212000.0,209572.0
2023,1212006000-300-00-10-22,,,,,22.0,5,Ligne,Entretien et réparation du mobilier et du matériel de bureau,1200000,630000.0,1200000.0,0.0,570000.0,630000.0,630000.0
2024,1212006000-300-00-10-22,,,,,22.0,5,Ligne,Entretien et réparation du mobilier et du matériel de bureau,1200000,0.0,1200000.0,0.0,1200000.0,0.0,0.0
2025,1212006000-300-00-10-22,,,,,22.0,5,Ligne,Entretien et réparation du mobilier et du matériel de bureau,1000000,0.0,1000000.0,0.0,1000000.0,0.0,0.0
2026,1212006000-300-00-10-22,,,,,22.0,5,Ligne,Entretien et réparation du mobilier et du matériel de bureau,500000,0.0,500000.0,0.0,0.0,500000.0,0.0
2021,1212006000-300-00-10-31,,,,,31.0,5,Ligne,Frais de maintenance du matériel informatique et des logiciels,3000000,2539914.85,3000000.0,215000.0,636720.0,2578280.0,2539914.85
2022,1212006000-300-00-10-31,,,,,31.0,5,Ligne,Frais de maintenance du matériel informatique et des logiciels,2500000,41800.0,2500000.0,0.0,2455000.0,45000.0,41800.0
2023,1212006000-300-00-10-31,,,,,31.0,5,Ligne,Frais de maintenance du matériel informatique et des logiciels,2200000,1539264.79,2200000.0,344000.0,1004730.0,1539270.0,1539264.79
2024,1212006000-300-00-10-31,,,,,31.0,5,Ligne,Frais de maintenance du matériel informatique et des logiciels,2000000,1507256.04,2000000.0,0.0,470000.0,1530000.0,1507256.04
2025,1212006000-300-00-10-31,,,,,31.0,5,Ligne,Frais de maintenance du matériel informatique et des logiciels,2000000,1484020.26,2000000.0,0.0,502000.0,1498000.0,1484020.26
2026,1212006000-300-00-10-31,,,,,31.0,5,Ligne,Frais de maintenance du matériel informatique et des logiciels,1000000,2019208.41,1000000.0,1020000.0,0.0,2020000.0,2019208.41
2021,1212006000-300-00-10-33,,,,,33.0,5,Ligne,Achat de fournitures pour matériel technique et informatique,3500000,1365288.0,3500000.0,51128.0,2169373.0,1381755.0,1365288.0
2022,1212006000-300-00-10-33,,,,,33.0,5,Ligne,Achat de fournitures pour matériel technique et informatique,3100000,2711204.0,3100000.0,160000.0,523600.0,2736400.0,2711204.0
2023,1212006000-300-00-10-33,,,,,33.0,5,Ligne,Achat de fournitures pour matériel technique et informatique,10000000,3750670.0,10000000.0,0.0,6245553.0,3754447.0,3750670.0
2024,1212006000-300-00-10-33,,,,,33.0,5,Ligne,Achat de fournitures pour matériel technique et informatique,10000000,840963.6,10000000.0,0.0,9159000.0,841000.0,840963.6
2025,1212006000-300-00-10-33,,,,,33.0,5,Ligne,Achat de fournitures pour matériel technique et informatique,7000000,6419969.6,7000000.0,0.0,515000.0,6485000.0,6419969.6
2026,1212006000-300-00-10-33,,,,,33.0,5,Ligne,Achat de fournitures pour matériel technique et informatique,3600000,181436.4,3600000.0,0.0,0.0,3600000.0,181436.4
2021,1212006000-300-00-10-40,,,,,40.0,5,Ligne,Achat de détergents et produits de nettoyage,20000000,554625.31,20000000.0,0.0,19445350.0,554650.0,554625.31
2022,1212006000-300-00-10-40,,,,,40.0,5,Ligne,Achat de détergents et produits de nettoyage,1000000,184288.8,1000000.0,0.0,814200.0,185800.0,184288.8
2023,1212006000-300-00-10-40,,,,,40.0,5,Ligne,Achat de détergents et produits de nettoyage,200000,196225.2,200000.0,0.0,3770.0,196230.0,196225.2
2024,1212006000-300-00-10-40,,,,,40.0,5,Ligne,Achat de détergents et produits de nettoyage,500000,405144.0,500000.0,0.0,90000.0,410000.0,405144.0
2025,1212006000-300-00-10-40,,,,,40.0,5,Ligne,Achat de détergents et produits de nettoyage,500000,414450.0,500000.0,0.0,85000.0,415000.0,414450.0
2026,1212006000-300-00-10-40,,,,,40.0,5,Ligne,Achat de détergents et produits de nettoyage,500000,0.0,500000.0,0.0,0.0,500000.0,0.0
2021,1212006000-300-00-10-50,,,,,50.0,5,Ligne,Frais de recharge d'extincteurs,300000,393774.0,300000.0,96554.0,2780.0,393774.0,393774.0
2022,1212006000-300-00-10-50,,,,,50.0,5,Ligne,Frais de recharge d'extincteurs,300000,367833.04,300000.0,99353.0,31000.0,368353.0,367833.04
2023,1212006000-300-00-10-50,,,,,50.0,5,Ligne,Frais de recharge d'extincteurs,300000,942175.0,300000.0,642846.0,670.0,942176.0,942175.0
2024,1212006000-300-00-10-50,,,,,50.0,5,Ligne,Frais de recharge d'extincteurs,1000000,767414.91,1000000.0,0.0,230000.0,770000.0,767414.91
2025,1212006000-300-00-10-50,,,,,50.0,5,Ligne,Frais de recharge d'extincteurs,1000000,573688.0,1000000.0,0.0,426000.0,574000.0,573688.0
2026,1212006000-300-00-10-50,,,,,50.0,5,Ligne,Frais de recharge d'extincteurs,1000000,554218.0,1000000.0,0.0,0.0,1000000.0,554218.0
2021,1212006000-300-00-10-60,,,,,60.0,5,Ligne,Achat de matériaux de construction,200000,168066.0,200000.0,0.0,31900.0,168100.0,168066.0
2022,1212006000-300-00-10-60,,,,,60.0,5,Ligne,Achat de matériaux de construction,200000,199892.4,200000.0,2000.0,2000.0,200000.0,199892.4
2023,1212006000-300-00-10-60,,,,,60.0,5,Ligne,Achat de matériaux de construction,200000,474036.56,200000.0,276253.0,2200.0,474053.0,474036.56
2024,1212006000-300-00-10-60,,,,,60.0,5,Ligne,Achat de matériaux de construction,500000,116172.0,500000.0,0.0,380000.0,120000.0,116172.0
2025,1212006000-300-00-10-60,,,,,60.0,5,Ligne,Achat de matériaux de construction,500000,184608.0,500000.0,0.0,315000.0,185000.0,184608.0
2026,1212006000-300-00-10-60,,,,,60.0,5,Ligne,Achat de matériaux de construction,500000,0.0,500000.0,0.0,0.0,500000.0,0.0
2021,1212006000-300-00-10-80,,,,,80.0,5,Ligne,"Frais de transport et manutention du matériel, de mobilier et de documents",0,25884083.37,0.0,28510574.0,2125430.0,26385144.0,25884083.37
2022,1212006000-300-00-10-80,,,,,80.0,5,Ligne,"Frais de transport et manutention du matériel, de mobilier et de documents",0,28877838.1,0.0,30000000.0,1120000.0,28880000.0,28877838.1
2023,1212006000-300-00-10-80,,,,,80.0,5,Ligne,"Frais de transport et manutention du matériel, de mobilier et de documents",0,29750794.0,0.0,30370146.0,619350.0,29750796.0,29750794.0
2024,1212006000-300-00-10-80,,,,,80.0,5,Ligne,"Frais de transport et manutention du matériel, de mobilier et de documents",0,26143023.49,0.0,28000000.0,1856000.0,26144000.0,26143023.49
2025,1212006000-300-00-10-80,,,,,80.0,5,Ligne,"Frais de transport et manutention du matériel, de mobilier et de documents",4000000,27834037.0,4000000.0,23958000.0,123000.0,27835000.0,27834037.0
2026,1212006000-300-00-10-80,,,,,80.0,5,Ligne,"Frais de transport et manutention du matériel, de mobilier et de documents",4000000,27708956.0,4000000.0,25000000.0,0.0,29000000.0,27708956.0
2021,1212006000-300-00-20,,,,20.0,,4,Projet,Gestion des ressources,75853000,79743199.67,75853000.0,20250402.0,12547862.0,83555540.0,79743199.67
2022,1212006000-300-00-20,,,,20.0,,4,Projet,Gestion des ressources,74204000,93428466.74,74204000.0,26365276.0,6616396.0,93952880.0,93428466.74
2023,1212006000-300-00-20,,,,20.0,,4,Projet,Gestion des ressources,82804000,109894854.41,82804000.0,37151443.0,8172552.0,111782891.0,109894854.41
2024,1212006000-300-00-20,,,,20.0,,4,Projet,Gestion des ressources,53804000,124291454.99,53804000.0,42587560.0,10716000.0,125675560.0,124291454.99
2025,1212006000-300-00-20,,,,20.0,,4,Projet,Gestion des ressources,73975000,87302765.75,73975000.0,38655000.0,25174000.0,87456000.0,87302765.75
2026,1212006000-300-00-20,,,,20.0,,4,Projet,Gestion des ressources,84575000,38783781.09,84575000.0,420000.0,0.0,84995000.0,38783781.09
2021,1212006000-300-00-20-11,,,,,11.0,5,Ligne,Taxes et redevances de télécommunications,3940000,0.0,3940000.0,0.0,3940000.0,0.0,0.0
2022,1212006000-300-00-20-11,,,,,11.0,5,Ligne,Taxes et redevances de télécommunications,3940000,0.0,3940000.0,0.0,3940000.0,0.0,0.0
2023,1212006000-300-00-20-11,,,,,11.0,5,Ligne,Taxes et redevances de télécommunications,3940000,3940000.0,3940000.0,0.0,0.0,3940000.0,3940000.0
2024,1212006000-300-00-20-11,,,,,11.0,5,Ligne,Taxes et redevances de télécommunications,3940000,3940000.0,3940000.0,0.0,0.0,3940000.0,3940000.0
2025,1212006000-300-00-20-11,,,,,11.0,5,Ligne,Taxes et redevances de télécommunications,3940000,3940000.0,3940000.0,0.0,0.0,3940000.0,3940000.0
2026,1212006000-300-00-20-11,,,,,11.0,5,Ligne,Taxes et redevances de télécommunications,3940000,3940000.0,3940000.0,0.0,0.0,3940000.0,3940000.0
2021,1212006000-300-00-20-12,,,,,12.0,5,Ligne,Taxes postales et frais d'affranchissement,1000000,999997.5,1000000.0,0.0,0.0,1000000.0,999997.5
2022,1212006000-300-00-20-12,,,,,12.0,5,Ligne,Taxes postales et frais d'affranchissement,1000000,999997.5,1000000.0,0.0,0.0,1000000.0,999997.5
2023,1212006000-300-00-20-12,,,,,12.0,5,Ligne,Taxes postales et frais d'affranchissement,1000000,999997.5,1000000.0,0.0,0.0,1000000.0,999997.5
2024,1212006000-300-00-20-12,,,,,12.0,5,Ligne,Taxes postales et frais d'affranchissement,1000000,6999995.6,1000000.0,6000000.0,0.0,7000000.0,6999995.6
2025,1212006000-300-00-20-12,,,,,12.0,5,Ligne,Taxes postales et frais d'affranchissement,1000000,2499995.5,1000000.0,1500000.0,0.0,2500000.0,2499995.5
2026,1212006000-300-00-20-12,,,,,12.0,5,Ligne,Taxes postales et frais d'affranchissement,3000000,2999998.7,3000000.0,0.0,0.0,3000000.0,2999998.7
2021,1212006000-300-00-20-15,,,,,15.0,5,Ligne,Redevances d'eau,1000000,5000000.0,1000000.0,4000000.0,0.0,5000000.0,5000000.0
2022,1212006000-300-00-20-15,,,,,15.0,5,Ligne,Redevances d'eau,1000000,2800000.0,1000000.0,1800000.0,0.0,2800000.0,2800000.0
2023,1212006000-300-00-20-15,,,,,15.0,5,Ligne,Redevances d'eau,1000000,1000000.0,1000000.0,0.0,0.0,1000000.0,1000000.0
2024,1212006000-300-00-20-15,,,,,15.0,5,Ligne,Redevances d'eau,1000000,3000000.0,1000000.0,2000000.0,0.0,3000000.0,3000000.0
2025,1212006000-300-00-20-15,,,,,15.0,5,Ligne,Redevances d'eau,1000000,1000000.0,1000000.0,0.0,0.0,1000000.0,1000000.0
2026,1212006000-300-00-20-15,,,,,15.0,5,Ligne,Redevances d'eau,1000000,1000000.0,1000000.0,0.0,0.0,1000000.0,1000000.0
2021,1212006000-300-00-20-16,,,,,16.0,5,Ligne,Redevances d'électricité,2000000,12000000.0,2000000.0,10000000.0,0.0,12000000.0,12000000.0
2022,1212006000-300-00-20-16,,,,,16.0,5,Ligne,Redevances d'électricité,2000000,3800000.0,2000000.0,1800000.0,0.0,3800000.0,3800000.0
2023,1212006000-300-00-20-16,,,,,16.0,5,Ligne,Redevances d'électricité,2000000,12000000.0,2000000.0,10000000.0,0.0,12000000.0,12000000.0
2024,1212006000-300-00-20-16,,,,,16.0,5,Ligne,Redevances d'électricité,2000000,50000000.0,2000000.0,8000000.0,0.0,50000000.0,50000000.0
2025,1212006000-300-00-20-16,,,,,16.0,5,Ligne,Redevances d'électricité,2000000,3700000.0,2000000.0,1700000.0,0.0,3700000.0,3700000.0
2026,1212006000-300-00-20-16,,,,,16.0,5,Ligne,Redevances d'électricité,2000000,2000000.0,2000000.0,0.0,0.0,2000000.0,2000000.0
2021,1212006000-300-00-20-21,,,,,21.0,5,Ligne,Frais d'entretien et de réparation des véhicules,1000000,1876840.0,1000000.0,876840.0,0.0,1876840.0,1876840.0
2022,1212006000-300-00-20-21,,,,,21.0,5,Ligne,Frais d'entretien et de réparation des véhicules,800000,800000.0,800000.0,0.0,0.0,800000.0,800000.0
2023,1212006000-300-00-20-21,,,,,21.0,5,Ligne,Frais d'entretien et de réparation des véhicules,800000,800000.0,800000.0,0.0,0.0,800000.0,800000.0
2024,1212006000-300-00-20-21,,,,,21.0,5,Ligne,Frais d'entretien et de réparation des véhicules,800000,800000.0,800000.0,0.0,0.0,800000.0,800000.0
2025,1212006000-300-00-20-21,,,,,21.0,5,Ligne,Frais d'entretien et de réparation des véhicules,640000,3640000.0,640000.0,3000000.0,0.0,3640000.0,3640000.0
2026,1212006000-300-00-20-21,,,,,21.0,5,Ligne,Frais d'entretien et de réparation des véhicules,640000,640000.0,640000.0,0.0,0.0,640000.0,640000.0
2021,1212006000-300-00-20-22,,,,,22.0,5,Ligne,Achat de carburants et lubrifiants,2100000,2700000.0,2100000.0,600000.0,0.0,2700000.0,2700000.0
2022,1212006000-300-00-20-22,,,,,22.0,5,Ligne,Achat de carburants et lubrifiants,1680000,3180000.0,1680000.0,1500000.0,0.0,3180000.0,3180000.0
2023,1212006000-300-00-20-22,,,,,22.0,5,Ligne,Achat de carburants et lubrifiants,1680000,4680000.0,1680000.0,3000000.0,0.0,4680000.0,4680000.0
2024,1212006000-300-00-20-22,,,,,22.0,5,Ligne,Achat de carburants et lubrifiants,1680000,3180000.0,1680000.0,1500000.0,0.0,3180000.0,3180000.0
2025,1212006000-300-00-20-22,,,,,22.0,5,Ligne,Achat de carburants et lubrifiants,1344000,11344000.0,1344000.0,10000000.0,0.0,11344000.0,11344000.0
2026,1212006000-300-00-20-22,,,,,22.0,5,Ligne,Achat de carburants et lubrifiants,1344000,1344000.0,1344000.0,0.0,0.0,1344000.0,1344000.0
2021,1212006000-300-00-20-23,,,,,23.0,5,Ligne,Taxe spéciale annuelle sur les véhicules automobiles,800000,658200.0,800000.0,0.0,141000.0,659000.0,658200.0
2022,1212006000-300-00-20-23,,,,,23.0,5,Ligne,Taxe spéciale annuelle sur les véhicules automobiles,800000,726047.93,800000.0,0.0,73900.0,726100.0,726047.93
2023,1212006000-300-00-20-23,,,,,23.0,5,Ligne,Taxe spéciale annuelle sur les véhicules automobiles,800000,729300.0,800000.0,0.0,70700.0,729300.0,729300.0
2024,1212006000-300-00-20-23,,,,,23.0,5,Ligne,Taxe spéciale annuelle sur les véhicules automobiles,800000,779450.0,800000.0,0.0,20000.0,780000.0,779450.0
2025,1212006000-300-00-20-23,,,,,23.0,5,Ligne,Taxe spéciale annuelle sur les véhicules automobiles,900000,811049.98,900000.0,0.0,88000.0,812000.0,811049.98
2026,1212006000-300-00-20-23,,,,,23.0,5,Ligne,Taxe spéciale annuelle sur les véhicules automobiles,900000,903750.0,900000.0,10000.0,0.0,910000.0,903750.0
2021,1212006000-300-00-20-24,,,,,24.0,5,Ligne,Frais d'assurance des véhicules,1700000,1431417.31,1700000.0,0.0,267000.0,1433000.0,1431417.31
2022,1212006000-300-00-20-24,,,,,24.0,5,Ligne,Frais d'assurance des véhicules,1700000,1535469.03,1700000.0,0.0,164500.0,1535500.0,1535469.03
2023,1212006000-300-00-20-24,,,,,24.0,5,Ligne,Frais d'assurance des véhicules,1700000,1532553.83,1700000.0,0.0,167420.0,1532580.0,1532553.83
2024,1212006000-300-00-20-24,,,,,24.0,5,Ligne,Frais d'assurance des véhicules,1700000,1545173.74,1700000.0,0.0,150000.0,1550000.0,1545173.74
2025,1212006000-300-00-20-24,,,,,24.0,5,Ligne,Frais d'assurance des véhicules,1600000,1509863.77,1600000.0,0.0,90000.0,1510000.0,1509863.77
2026,1212006000-300-00-20-24,,,,,24.0,5,Ligne,Frais d'assurance des véhicules,1600000,0.0,1600000.0,0.0,0.0,1600000.0,0.0
2021,1212006000-300-00-20-31,,,,,31.0,5,Ligne,Frais de transport du personnel à l'intérieur du Maroc,750000,750000.0,750000.0,0.0,0.0,750000.0,750000.0
2022,1212006000-300-00-20-31,,,,,31.0,5,Ligne,Frais de transport du personnel à l'intérieur du Maroc,750000,1395000.0,750000.0,690000.0,44900.0,1395100.0,1395000.0
2023,1212006000-300-00-20-31,,,,,31.0,5,Ligne,Frais de transport du personnel à l'intérieur du Maroc,1200000,1700000.0,1200000.0,500000.0,0.0,1700000.0,1700000.0
2024,1212006000-300-00-20-31,,,,,31.0,5,Ligne,Frais de transport du personnel à l'intérieur du Maroc,1200000,2200000.0,1200000.0,1000000.0,0.0,2200000.0,2200000.0
2025,1212006000-300-00-20-31,,,,,31.0,5,Ligne,Frais de transport du personnel à l'intérieur du Maroc,1500000,2600000.0,1500000.0,1100000.0,0.0,2600000.0,2600000.0
2026,1212006000-300-00-20-31,,,,,31.0,5,Ligne,Frais de transport du personnel à l'intérieur du Maroc,1500000,1400000.0,1500000.0,0.0,0.0,1500000.0,1400000.0
2021,1212006000-300-00-20-32,,,,,32.0,5,Ligne,Frais de transport du personnel à l'étranger,2200000,188871.76,2200000.0,0.0,2010000.0,190000.0,188871.76
2022,1212006000-300-00-20-32,,,,,32.0,5,Ligne,Frais de transport du personnel à l'étranger,1760000,3989800.0,1760000.0,2800000.0,540300.0,4019700.0,3989800.0
2023,1212006000-300-00-20-32,,,,,32.0,5,Ligne,Frais de transport du personnel à l'étranger,1760000,1760000.0,1760000.0,0.0,0.0,1760000.0,1760000.0
2024,1212006000-300-00-20-32,,,,,32.0,5,Ligne,Frais de transport du personnel à l'étranger,1760000,2760000.0,1760000.0,1000000.0,0.0,2760000.0,2760000.0
2025,1212006000-300-00-20-32,,,,,32.0,5,Ligne,Frais de transport du personnel à l'étranger,1408000,2900000.0,1408000.0,1500000.0,8000.0,2900000.0,2900000.0
2026,1212006000-300-00-20-32,,,,,32.0,5,Ligne,Frais de transport du personnel à l'étranger,1408000,1408000.0,1408000.0,0.0,0.0,1408000.0,1408000.0
2021,1212006000-300-00-20-34,,,,,34.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,12400000,9274930.0,12400000.0,0.0,0.0,12400000.0,9274930.0
2022,1212006000-300-00-20-34,,,,,34.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,12400000,18320060.0,12400000.0,6000000.0,0.0,18400000.0,18320060.0
2023,1212006000-300-00-20-34,,,,,34.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,12400000,12399770.0,12400000.0,0.0,0.0,12400000.0,12399770.0
2024,1212006000-300-00-20-34,,,,,34.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,12400000,24397710.0,12400000.0,12000000.0,0.0,24400000.0,24397710.0
2025,1212006000-300-00-20-34,,,,,34.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,12400000,25399480.0,12400000.0,13000000.0,0.0,25400000.0,25399480.0
2026,1212006000-300-00-20-34,,,,,34.0,5,Ligne,Indemnités de déplacement et changement de résidence à l'intérieur du Royaume,12400000,600000.0,12400000.0,0.0,0.0,12400000.0,600000.0
2021,1212006000-300-00-20-35,,,,,35.0,5,Ligne,Indemnités de mission à l'étranger,1200000,79800.0,1200000.0,0.0,1120000.0,80000.0,79800.0
2022,1212006000-300-00-20-35,,,,,35.0,5,Ligne,Indemnités de mission à l'étranger,960000,960000.0,960000.0,0.0,0.0,960000.0,960000.0
2023,1212006000-300-00-20-35,,,,,35.0,5,Ligne,Indemnités de mission à l'étranger,960000,960000.0,960000.0,0.0,0.0,960000.0,960000.0
2024,1212006000-300-00-20-35,,,,,35.0,5,Ligne,Indemnités de mission à l'étranger,960000,960000.0,960000.0,0.0,0.0,960000.0,960000.0
2025,1212006000-300-00-20-35,,,,,35.0,5,Ligne,Indemnités de mission à l'étranger,768000,1168000.0,768000.0,400000.0,0.0,1168000.0,1168000.0
2026,1212006000-300-00-20-35,,,,,35.0,5,Ligne,Indemnités de mission à l'étranger,768000,768000.0,768000.0,0.0,0.0,768000.0,768000.0
2021,1212006000-300-00-20-37,,,,,37.0,5,Ligne,Frais de transport du mobilier et du matériel,0,200000.0,0.0,200000.0,0.0,200000.0,200000.0
2022,1212006000-300-00-20-37,,,,,37.0,5,Ligne,Frais de transport du mobilier et du matériel,0,24180.0,0.0,24180.0,0.0,24180.0,24180.0
2023,1212006000-300-00-20-37,,,,,37.0,5,Ligne,Frais de transport du mobilier et du matériel,0,160000.0,0.0,160000.0,0.0,160000.0,160000.0
2024,1212006000-300-00-20-37,,,,,37.0,5,Ligne,Frais de transport du mobilier et du matériel,0,217720.0,0.0,220000.0,0.0,220000.0,217720.0
2025,1212006000-300-00-20-37,,,,,37.0,5,Ligne,Frais de transport du mobilier et du matériel,0,140000.0,0.0,140000.0,0.0,140000.0,140000.0
2026,1212006000-300-00-20-37,,,,,37.0,5,Ligne,Frais de transport du mobilier et du matériel,200000,0.0,200000.0,0.0,0.0,200000.0,0.0
2021,1212006000-300-00-20-42,,,,,42.0,5,Ligne,Achat de cadeaux présentés aux délégations,200000,0.0,200000.0,0.0,199955.0,45.0,0.0
2022,1212006000-300-00-20-42,,,,,42.0,5,Ligne,Achat de cadeaux présentés aux délégations,200000,621814.0,200000.0,440000.0,18100.0,621900.0,621814.0
2023,1212006000-300-00-20-42,,,,,42.0,5,Ligne,Achat de cadeaux présentés aux délégations,200000,361724.0,200000.0,165000.0,1650.0,363350.0,361724.0
2024,1212006000-300-00-20-42,,,,,42.0,5,Ligne,Achat de cadeaux présentés aux délégations,500000,254100.0,500000.0,0.0,236000.0,264000.0,254100.0
2025,1212006000-300-00-20-42,,,,,42.0,5,Ligne,Achat de cadeaux présentés aux délégations,500000,0.0,500000.0,0.0,500000.0,0.0,0.0
2026,1212006000-300-00-20-42,,,,,42.0,5,Ligne,Achat de cadeaux présentés aux délégations,500000,0.0,500000.0,0.0,0.0,500000.0,0.0
2021,1212006000-300-00-20-51,,,,,51.0,5,Ligne,Habillement,1000615,332344.0,1000615.0,331855.0,1000000.0,332470.0,332344.0
2022,1212006000-300-00-20-51,,,,,51.0,5,Ligne,Habillement,1000000,393726.3,1000000.0,0.0,606200.0,393800.0,393726.3
2023,1212006000-300-00-20-51,,,,,51.0,5,Ligne,Habillement,1000000,192000.0,1000000.0,0.0,808000.0,192000.0,192000.0
2024,1212006000-300-00-20-51,,,,,51.0,5,Ligne,Habillement,1000000,2546244.0,1000000.0,1600000.0,20000.0,2580000.0,2546244.0
2025,1212006000-300-00-20-51,,,,,51.0,5,Ligne,Habillement,1000000,15000.0,1000000.0,0.0,985000.0,15000.0,15000.0
2026,1212006000-300-00-20-51,,,,,51.0,5,Ligne,Habillement,1000000,0.0,1000000.0,0.0,0.0,1000000.0,0.0
2021,1212006000-300-00-20-52,,,,,52.0,5,Ligne,Frais de réception et de cérémonies officielles,100000,48100.0,100000.0,0.0,0.0,100000.0,48100.0
2022,1212006000-300-00-20-52,,,,,52.0,5,Ligne,Frais de réception et de cérémonies officielles,94000,91814.0,94000.0,0.0,0.0,94000.0,91814.0
2023,1212006000-300-00-20-52,,,,,52.0,5,Ligne,Frais de réception et de cérémonies officielles,94000,50000.0,94000.0,0.0,44000.0,50000.0,50000.0
2024,1212006000-300-00-20-52,,,,,52.0,5,Ligne,Frais de réception et de cérémonies officielles,94000,90000.0,94000.0,0.0,0.0,94000.0,90000.0
2025,1212006000-300-00-20-52,,,,,52.0,5,Ligne,Frais de réception et de cérémonies officielles,55000,150000.0,55000.0,200000.0,105000.0,150000.0,150000.0
2026,1212006000-300-00-20-52,,,,,52.0,5,Ligne,Frais de réception et de cérémonies officielles,55000,50000.0,55000.0,0.0,0.0,55000.0,50000.0
2021,1212006000-300-00-20-53,,,,,53.0,5,Ligne,Frais d'hébergement et de restauration,142385,109773.0,142385.0,0.0,0.0,142385.0,109773.0
2022,1212006000-300-00-20-53,,,,,53.0,5,Ligne,Frais d'hébergement et de restauration,100000,5097228.0,100000.0,5011000.0,0.0,5111000.0,5097228.0
